ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,source
688981.SH,20250102,93.81068607468947,95.09069543590472,88.50064724027308,89.96065791790922,94.6206919985835,-4.660034080674279,-4.924963009934488,849710.56,7762894.946,tushare_qfq
688981.SH,20250103,90.10070346667898,91.13071150852892,87.53068340109225,88.31068949103687,89.96065791790922,-1.6499684268723485,-1.834099999999973,612889.81,5452105.981,tushare_qfq
688981.SH,20250106,88.84065138529567,89.60065695770476,85.72062850908988,86.9406374542729,88.31068949103687,-1.3700520367639655,-1.551400000000022,438313.08,3822056.709,tushare_qfq
688981.SH,20250107,87.10063874277674,90.75066550983914,86.0006306759908,90.60066440982287,86.9406374542729,3.6600269555499665,4.2097999999999836,672147.96,5939309.425,tushare_qfq
688981.SH,20250108,88.88063358387498,91.28065069235045,85.9906129824191,88.82063315616308,90.60066440982287,-1.7800312536597858,-1.9646999999999952,687907.3,6092441.316,tushare_qfq
688981.SH,20250109,88.40064617341974,93.33068221001429,88.1006439805235,91.3206675176096,88.82063315616308,2.5000343614465237,2.8147000000000015,724164.51,6635272.045,tushare_qfq
688981.SH,20250110,90.85066969808233,96.68071267375456,90.85066969808233,93.18068687360828,91.3206675176096,1.8600193559986735,2.0368000000000013,899889.28,8521652.352,tushare_qfq
688981.SH,20250113,91.00069518684941,95.86073231441082,89.88068663070356,95.02072589730145,93.18068687360828,1.8400390236931656,1.9747000000000248,680256.4,6365470.803,tushare_qfq
688981.SH,20250114,96.9507055989378,99.58072473999202,94.45068740401935,98.77071884483844,95.02072589730145,3.7499929475369953,3.9464999999999932,928881.06,9014169.473,tushare_qfq
688981.SH,20250115,97.50069656581339,102.29073078684156,97.30069513696043,99.55071121155612,98.77071884483844,0.7799923667176785,0.7896999999999892,776592.34,7724457.763,tushare_qfq
688981.SH,20250116,102.18076686431033,104.46078397578641,96.60072498622408,96.60072498622408,99.55071121155612,-2.94998622533204,-2.9632999999999976,1034774.65,10410150.423,tushare_qfq
688981.SH,20250117,96.51072449871799,104.77078650637947,96.51072449871799,102.7007709669292,96.60072498622408,6.100045980705119,6.314700000000027,1094032.28,11038758.102,tushare_qfq
688981.SH,20250120,102.98079528541872,103.00079543987306,100.30077458853658,101.0507803805745,102.7007709669292,-1.6499905863547042,-1.6066000000000191,596672.59,6056075.424,tushare_qfq
688981.SH,20250121,101.50079272615247,104.35081498496562,101.10078960210852,101.84079538158984,101.0507803805745,0.7900150010153482,0.7818000000000165,744353.0,7645379.056,tushare_qfq
688981.SH,20250122,101.3007828369306,103.22079767451112,99.50076892669885,100.24077464534967,101.84079538158984,-1.6000207362401682,-1.57110000000001,616412.41,6226701.936,tushare_qfq
688981.SH,20250123,102.80075137219987,103.87075919290272,96.70070678688451,96.84070781015404,100.24077464534967,-3.4000668351956307,-3.3919000000000152,868505.78,8670498.047,tushare_qfq
