ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,source
601318.SH,20250102,48.75617520833211,48.78393014678087,46.619044947777134,46.91509762456397,48.709916977584164,-1.7948193530201948,-3.684710351377017,948579.17,4877807.223,tushare_qfq
601318.SH,20250103,47.18340441498485,47.26666924630542,46.332252805930224,46.53578906026937,46.91509762456397,-0.3793085642945968,-0.8084999999999938,551351.85,2788346.287,tushare_qfq
601318.SH,20250106,46.76706957460327,46.831831095280265,46.100951076211295,46.57278501257228,46.53578906026937,0.03699595230290953,0.07949999999999006,413489.51,2077171.909,tushare_qfq
601318.SH,20250107,46.43401200987806,46.59128999437058,46.08244945630656,46.41550871758483,46.57278501257228,-0.15727629498745443,-0.33769999999999534,392787.17,1967557.698,tushare_qfq
601318.SH,20250108,46.42475156794683,46.7948173436977,45.841897971139204,46.53577130067209,46.41550871758483,0.12026258308726057,0.2590999999999963,510383.04,2555823.167,tushare_qfq
601318.SH,20250109,46.498743625484416,46.63751822842557,46.073168176464854,46.08241981666094,46.53577130067209,-0.4533514840111508,-0.9742000000000071,400821.12,2005089.617,tushare_qfq
601318.SH,20250110,46.09165313318129,46.33219568265192,45.240502573515954,45.28676075610647,46.08241981666094,-0.7956590605544704,-1.726600000000006,522703.71,2576373.866,tushare_qfq
601318.SH,20250113,44.851953870357974,45.14800637115241,44.500391525664575,44.953721917506066,45.28676075610647,-0.33303883860040173,-0.7353999999999885,511393.15,2474824.396,tushare_qfq
601318.SH,20250114,44.953727135999316,45.86963966665663,44.870462360485014,45.666103548732785,44.953721917506066,0.7123816312267195,1.584700000000002,615774.4,3024006.484,tushare_qfq
601318.SH,20250115,45.56432769623759,45.94364494203368,45.24977193143108,45.43480473425844,45.666103548732785,-0.23129881447434286,-0.5065000000000247,458028.52,2251226.874,tushare_qfq
601318.SH,20250116,45.61059757510663,46.02692148806399,45.26828680223058,45.56433936255581,45.43480473425844,0.12953462829737106,0.2851000000000005,415761.07,2052212.529,tushare_qfq
601318.SH,20250117,45.425583123268986,45.86041049736138,45.120278796778585,45.68462921847296,45.56433936255581,0.12028985591715013,0.2640000000000061,460746.66,2273441.157,tushare_qfq
601318.SH,20250120,45.99918615165335,46.53578164577963,45.943676272950626,46.08245096970742,45.68462921847296,0.39782175123445995,0.8707999999999944,491736.07,2458746.694,tushare_qfq
601318.SH,20250121,46.443271389222566,46.61905269527739,45.94368241411937,46.16572195860968,46.08245096970742,0.0832709889022567,0.18069999999999,409950.81,2049216.698,tushare_qfq
601318.SH,20250122,45.99919587117005,46.18422883927613,45.194302459908634,45.28681894396167,46.16572195860968,-0.8789030146480101,-1.903799999999998,530780.46,2606595.142,tushare_qfq
601318.SH,20250123,46.0917037078798,47.5997221150224,46.05469712120146,46.600544274707055,45.28681894396167,1.3137253307453847,2.9009000000000014,969104.55,4910872.825,tushare_qfq
601318.SH,20250124,46.424762403795995,47.52570834362296,46.350749231370656,47.0538743694114,46.600544274707055,0.4533300947043486,0.9727999999999966,616778.86,3140198.84,tushare_qfq
601318.SH,20250127,47.21113433051872,47.756981268692456,47.007598184081054,47.04460475616062,47.0538743694114,-0.009269613250779685,-0.019700000000011982,524547.48,2681560.916,tushare_qfq
601318.SH,20250205,47.164886834709264,47.18339012495435,45.952921323656525,45.99917954926922,47.04460475616062,-1.0454252068914016,-2.2222000000000004,583072.3,2921528.575,tushare_qfq
601318.SH,20250206,46.00844511136995,46.72082200129062,45.962186871764715,46.48953080326443,45.99917954926922,0.4903512539952075,1.0659999999999947,415037.24,2078321.191,tushare_qfq
601318.SH,20250207,46.424754896942176,47.59046217414718,46.11019896499797,47.07237005094496,46.48953080326443,0.582839247680532,1.2537000000000125,725812.02,3679372.001,tushare_qfq
601318.SH,20250210,47.081617848073925,47.51644513022355,46.99835304936442,47.09086949237498,47.07237005094496,0.01849944143001636,0.03929999999998936,431814.84,2203839.896,tushare_qfq
601318.SH,20250211,47.36840063163379,47.40540719462726,46.60051444951941,46.73928906074491,47.09086949237498,-0.3515804316300688,-0.746599999999994,381844.0,1931993.468,tushare_qfq
