ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,source
002594.SZ,20250102,93.22171555832236,93.24806798674874,88.74839083294421,89.30179182989822,93.10971773751025,-3.807925907612031,-4.089719097148511,168784.04,4624073.918,tushare_qfq
002594.SZ,20250103,89.43353695940489,90.45139931374949,88.3596757053067,89.17989488405041,89.30179182989822,-0.12189694584780852,-0.13649999999999715,99364.76,2693072.23,tushare_qfq
002594.SZ,20250106,89.57851602247818,90.2208566352745,88.61994618492058,89.3611084304548,89.17989488405041,0.18121354640439336,0.2032000000000033,82446.83,2236590.144,tushare_qfq
002594.SZ,20250107,89.36109713436025,91.48576196964714,88.1159447192619,90.26696198661435,89.3611084304548,0.905853556159542,1.013700000000024,95722.18,2627167.273,tushare_qfq
002594.SZ,20250108,89.9243613379172,90.2537666690206,87.5592310605948,88.66932702641326,90.26696198661435,-1.5976349602010913,-1.7699000000000045,109082.47,2933447.142,tushare_qfq
002594.SZ,20250109,88.61002104124817,89.49941530448747,87.83921267977414,88.73848910149385,88.66932702641326,0.06916207508059813,0.07799999999999525,65612.88,1766873.664,tushare_qfq
002594.SZ,20250110,88.60999809097959,89.06787131531587,87.2199081581025,87.62837060283417,88.73848910149385,-1.1101184986596877,-1.2509999999999994,80548.21,2147363.1,tushare_qfq
002594.SZ,20250113,86.63358270276407,88.43542946087861,86.37335254939835,87.62179847503896,87.62837060283417,-0.006572127795209326,-0.0074999999999963065,67213.75,1787448.697,tushare_qfq
002594.SZ,20250114,87.73381277417184,91.29468427709591,87.62510901876344,91.0146897555894,87.62179847503896,3.392891280550444,3.8721999999999834,125789.73,3438827.617,tushare_qfq
002594.SZ,20250115,90.98174919052586,91.34738909494833,90.42176014771668,90.48434715838358,91.0146897555894,-0.5303425972058164,-0.5826999999999967,62335.83,1718769.123,tushare_qfq
002594.SZ,20250116,90.48765052043129,91.35398659931273,89.11403019764207,89.84860413524878,90.48434715838358,-0.6357430231348076,-0.702600000000005,72571.75,1984685.718,tushare_qfq
002594.SZ,20250117,90.09892460720214,91.9699464402268,89.75634314481735,91.11349278426482,89.84860413524878,1.2648886490160436,1.4078000000000126,86141.53,2376770.8,tushare_qfq
002594.SZ,20250120,91.90406306332841,94.35154402591095,91.87771064381204,93.69273353800179,91.11349278426482,2.5792407537369684,2.8307999999999995,135797.09,3863727.458,tushare_qfq
002594.SZ,20250121,93.88053170511017,94.68098676491164,93.22172095630238,94.22640734823426,93.69273353800179,0.5336738102324716,0.5696000000000143,76441.44,2184132.797,tushare_qfq
002594.SZ,20250122,93.88057141740587,94.30879858527474,92.1676627459304,93.05705763304266,94.22640734823426,-1.1693497151916006,-1.241000000000014,81056.89,2287303.62,tushare_qfq
002594.SZ,20250123,93.8739494310589,93.88053753895636,91.24529437996812,91.2815289734042,93.05705763304266,-1.7755286596384536,-1.9079999999999997,96173.92,2690601.164,tushare_qfq
002594.SZ,20250124,91.08387757391745,92.39820498167822,90.91588083758712,91.93044936287615,91.2815289734042,0.6489203894719395,0.7109000000000099,68143.67,1898979.251,tushare_qfq
