ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,source
600519.SH,20250102,1435.7095547137326,1436.1711673658388,1394.2586226878768,1401.795155783487,1435.7095547137326,-33.914398930245625,-2.362204724409447,50028.7,7490883.773,tushare_qfq
600519.SH,20250103,1407.9179627578437,1408.3795752046497,1382.0205624258176,1389.547671507407,1401.795155783487,-12.247484276080058,-0.8736999999999809,32628.36,4836610.288,tushare_qfq
600519.SH,20250106,1368.821953305022,1377.9223112327072,1349.7922193361564,1356.5750948102075,1389.547671507407,-32.97257669719943,-2.372900000000012,44255.12,6392479.712,tushare_qfq
600519.SH,20250107,1360.9652737449267,1367.7764119568076,1355.6331793771194,1356.763658748386,1356.5750948102075,0.18856393817850403,0.013899999999991537,24221.18,3494634.227,tushare_qfq
600519.SH,20250108,1356.5752449555814,1367.7104667579251,1344.0080826168958,1358.930410311407,1356.763658748386,2.16675156302108,0.1596999999999932,35258.21,5071821.246,tushare_qfq
600519.SH,20250109,1365.0446086394547,1379.7314218325678,1349.9621276117612,1360.343697938131,1358.930410311407,1.4132876267240135,0.10400000000001106,29705.65,4295852.736,tushare_qfq
600519.SH,20250110,1363.2643312274256,1367.8333534141805,1352.8073938515536,1352.8073938515536,1360.343697938131,-7.536304086577502,-0.5540000000000188,21871.95,3154677.598,tushare_qfq
600519.SH,20250113,1342.4445255255205,1360.7582950526898,1339.627747187751,1360.3249445391868,1352.8073938515536,7.517550687633275,0.5557000000000142,21082.51,3030806.87,tushare_qfq
600519.SH,20250114,1361.2387941619775,1393.0146926547168,1358.4596983851147,1387.1927225187806,1360.3249445391868,26.86777797959371,1.9751000000000172,30956.57,4535651.504,tushare_qfq
600519.SH,20250115,1382.0117919522354,1389.1714985772094,1375.4267459905816,1386.0344165954773,1387.1927225187806,-1.15830592330326,-0.08350000000000564,18399.34,2701518.712,tushare_qfq
600519.SH,20250116,1388.6067630036914,1396.765063253089,1358.4606188950631,1362.5868723699316,1386.0344165954773,-23.4475442255457,-1.6917000000000004,26342.13,3840411.437,tushare_qfq
600519.SH,20250117,1362.596481363465,1376.3600821853183,1362.5870606921292,1370.4721626003366,1362.5868723699316,7.885290230404962,0.5787000000000123,18308.94,2663227.309,tushare_qfq
600519.SH,20250120,1376.359489103658,1403.4815901928396,1375.4174223760033,1389.3600099452942,1370.4721626003366,18.887847344957663,1.3781999999999872,31409.75,4647626.351,tushare_qfq
600519.SH,20250121,1395.2009441563382,1396.1430109653568,1380.127875212043,1383.095385660451,1389.3600099452942,-6.264624284843194,-0.4508999999999901,16856.04,2481821.229,tushare_qfq
600519.SH,20250122,1378.4976232805125,1382.906494423195,1354.691603242995,1357.5178026934323,1383.095385660451,-25.57758296701877,-1.8493000000000037,28293.84,4088101.682,tushare_qfq
600519.SH,20250123,1365.9682412848615,1382.9537012532512,1354.6917046336343,1359.4020374035706,1357.5178026934323,1.8842347101383439,0.13879999999998968,27125.04,3932700.85,tushare_qfq
600519.SH,20250124,1358.459977471603,1363.914542845778,1347.4472194018088,1352.807578120126,1359.4020374035706,-6.594459283444621,-0.48509999999999265,31360.34,4515322.685,tushare_qfq
600519.SH,20250127,1353.750108824675,1360.3163149892594,1344.3482813465466,1351.8565543927073,1352.807578120126,-0.9510237274187148,-0.07030000000001968,29356.46,4213534.543,tushare_qfq
600519.SH,20250205,1356.5767852567985,1359.4029868927503,1320.9760653159274,1322.4739521829817,1351.8565543927073,-29.38260220972552,-2.173500000000002,40756.52,5753730.034,tushare_qfq
600519.SH,20250206,1318.9039580673682,1339.6106023044242,1318.9039580673682,1330.99068443504,1322.4739521829817,8.516732252058318,0.6439999999999936,27355.82,3859568.163,tushare_qfq
600519.SH,20250207,1331.7826574821834,1359.102628810195,1322.10761936016,1352.809614724984,1330.99068443504,21.818930289943864,1.6393000000000189,37242.07,5310850.624,tushare_qfq
600519.SH,20250210,1354.6933986405295,1356.5775341045637,1344.4154396842234,1348.5793790597388,1352.809614724984,-4.230235665245118,-0.3127000000000069,20839.79,2988101.756,tushare_qfq
600519.SH,20250211,1351.819528278353,1352.7710162908697,1333.8731454680094,1335.851486880173,1348.5793790597388,-12.727892179565742,-0.9437999999999946,23572.83,3348668.867,tushare_qfq
600519.SH,20250212,1335.8508758878093,1361.2866824103555,1334.7957609505777,1359.4025485938707,1335.851486880173,23.551061713697663,1.7630000000000159,25475.79,3644170.477,tushare_qfq
600519.SH,20250213,1359.4219318225328,1389.7847603783673,1351.4049392376692,1380.1850947567739,1359.4025485938707,20.782546162903145,1.5288000000000035,43385.36,6335985.851,tushare_qfq
600519.SH,20250214,1380.1854990808279,1391.43378574419,1373.7417569721683,1389.5496506246986,1380.1850947567739,9.364555867924764,0.6785000000000039,27099.92,3978694.098,tushare_qfq
600519.SH,20250217,1395.2013923326108,1408.3714905532793,1382.106659480873,1386.364802825467,1389.5496506246986,-3.1848477992316475,-0.22919999999998836,32470.59,4804663.813,tushare_qfq
600519.SH,20250218,1384.8389462257687,1406.4970736908915,1377.377773127736,1389.549282777557,1386.364802825467,3.184479952089987,0.22969999999999202,27799.92,4113845.397,tushare_qfq
600519.SH,20250219,1389.5957570501432,1407.8624339283524,1380.0337781788787,1404.621723847845,1389.549282777557,15.07244107028805,1.084699999999992,32393.31,4803378.441,tushare_qfq
600519.SH,20250220,1397.084826710044,1405.5351644683642,1388.0315663023005,1388.6062269525319,1404.621723847845,-16.015496895313163,-1.1402000000000023,23749.73,3513552.984,tushare_qfq
600519.SH,20250221,1394.2580271943643,1410.0187952990682,1387.6729842145746,1401.9923909803547,1388.6062269525319,13.386164027822815,0.9640000000000294,36417.83,5418169.587,tushare_qfq
600519.SH,20250224,1401.794001857823,1412.6466005818836,1388.6050797973328,1393.381353714953,1401.9923909803547,-8.611037265401592,-0.6142000000000181,34743.73,5157907.322,tushare_qfq
600519.SH,20250225,1384.8460117582806,1388.0301938521052,1367.8794083530204,1369.7635397694846,1393.381353714953,-23.61781394546847,-1.695000000000001,28387.43,4142814.459,tushare_qfq
600519.SH,20250226,1371.1289546681685,1380.0879957612287,1361.2843721842066,1375.424772479352,1369.7635397694846,5.661232709867363,0.4133000000000061,26366.09,3835949.041,tushare_qfq
600519.SH,20250227,1375.43435515955,1403.5832699224761,1369.763121328465,1399.4947059977405,1375.424772479352,24.069933518388552,1.7499999999999922,49762.17,7368002.361,tushare_qfq
600519.SH,20250228,1399.43814581817,1439.833910000387,1396.1409169320282,1413.8423257236293,1399.4947059977405,14.347619725888762,1.0251999999999948,56128.95,8475738.166,tushare_qfq
600519.SH,20250303,1415.5477037402816,1432.8722893064894,1395.670120518586,1400.8703223851148,1413.8423257236293,-12.972003338514469,-0.9175000000000121,31595.66,4736679.903,tushare_qfq
600519.SH,20250304,1398.966977465797,1399.9090427704878,1380.3235050859666,1384.9396250789514,1400.8703223851148,-15.930697306163438,-1.1371999999999938,25211.21,3710675.863,tushare_qfq
